muncod,Lula,Padre Kelmon,Sofia Manzano,Constituinte Eymael,Soraya Thronicke,Ciro Gomes,Vera,Simone Tebet,Jair Bolsonaro,Felipe D'Avila,Léo Péricles
ba37672,4275,2,2,3,64,142,1,72,556,2,1
ba37680,6429,4,3,0,43,181,1,113,3688,1,2
ba37699,11048,3,4,0,66,163,1,136,1715,17,0
ba37710,5087,3,1,1,30,85,0,50,721,2,0
ba37737,9886,14,4,0,151,283,1,168,2092,13,2
ba37753,14863,9,1,2,95,258,0,178,2488,4,0
ba37770,13791,12,7,1,103,426,2,249,2864,15,1
ba37796,3219,3,0,0,57,93,2,118,2130,1,0
ba37818,48382,31,20,4,238,1452,8,850,11516,62,12
ba37850,6044,4,0,0,79,219,0,144,885,2,0
ba37834,4272,0,0,1,42,118,2,70,453,3,1
ba37877,8539,13,3,2,232,560,5,192,2466,11,3
ba37893,17063,7,7,0,92,436,0,240,2785,14,3
ba37915,7764,7,3,1,68,235,1,162,1657,6,5
ba37931,8299,7,1,0,59,226,1,205,3235,2,0
ba39837,3893,5,0,0,98,167,1,66,1929,4,1
ba37940,3760,2,2,0,46,110,0,118,1153,5,1
ba37958,4667,2,2,1,52,211,2,103,1130,6,1
ba37974,7816,7,2,1,74,248,0,177,2267,8,2
ba37990,4038,4,1,0,42,61,0,109,804,2,0
ba38016,10085,14,4,0,115,381,1,447,3671,17,4
ba38059,15608,9,3,0,179,500,2,459,3960,25,5
ba38067,7707,4,2,2,126,236,1,162,1775,7,1
ba38075,42783,25,18,7,334,1703,14,1979,30988,132,19
ba38091,3628,7,0,1,39,109,1,79,1902,2,1
ba38032,19938,19,10,1,166,676,1,550,5748,41,6
ba38113,9505,10,4,3,73,202,1,304,6936,16,2
ba38130,8203,2,3,0,22,141,1,85,981,6,1
ba38156,5966,5,5,0,44,186,1,71,1107,6,1
ba38164,10984,10,6,0,214,296,1,440,4073,16,1
ba39810,5988,4,2,1,94,346,4,204,2413,11,0
ba38172,10972,10,2,1,82,405,1,225,3346,12,0
ba38199,12759,7,4,3,118,439,5,286,2312,13,1
ba39845,3968,4,3,1,87,126,2,107,2056,5,1
ba39853,9704,12,5,1,126,208,2,214,2680,10,0
ba38210,19164,10,6,4,100,495,0,299,3628,14,1
ba38237,7564,2,0,0,51,261,1,159,1669,4,2
ba38296,14802,13,4,0,87,362,2,170,2211,8,3
ba38253,10976,8,2,0,57,146,2,157,2878,1,1
ba38270,17622,16,7,2,132,613,4,366,3160,33,2
ba38318,7075,14,2,2,120,203,1,123,1250,3,4
ba38334,24152,18,9,2,150,826,7,606,6613,25,5
ba38342,4371,5,0,0,33,121,0,97,1280,6,0
ba38350,6786,7,1,0,98,194,1,142,1885,12,3
ba38377,6416,13,3,1,41,152,1,130,1322,8,0
ba38393,4915,2,0,0,46,124,1,74,1126,5,0
ba38415,14650,28,6,2,269,505,2,699,4857,27,3
ba38431,4823,3,0,0,21,121,1,37,893,3,1
ba38458,12842,11,2,0,144,237,1,279,3580,11,4
ba38474,8823,2,4,0,66,171,1,194,1477,3,6
ba38490,1022728,995,631,198,14434,60766,288,54441,367452,4007,769
ba38539,7219,7,4,1,47,209,0,73,1050,2,1
ba38512,11958,13,5,1,92,278,1,285,2542,9,0
ba38555,9605,6,2,5,77,305,0,325,5392,15,1
ba38571,2005,2,0,0,38,75,0,101,1011,1,1
ba38598,4772,5,2,0,26,108,0,67,770,3,1
ba39870,4055,6,0,0,83,92,0,140,1708,3,1
ba38636,16489,10,4,1,219,409,2,360,5498,21,4
ba35491,12689,7,3,1,104,272,1,322,3102,13,1
ba38695,5242,4,0,0,40,110,0,124,1108,5,0
ba38610,17348,15,3,0,200,584,1,446,5101,19,4
ba38652,11374,3,2,0,95,220,0,184,3723,10,3
ba38679,5558,3,2,1,56,116,0,116,974,4,1
ba38717,30223,19,13,1,323,843,10,875,4727,37,14
ba38733,38286,20,21,2,389,1148,14,1513,16632,90,16
ba38750,24204,8,8,2,185,474,3,452,4147,30,4
ba38911,9300,8,1,2,148,220,1,289,2120,6,1
ba38946,7339,6,1,1,61,176,0,224,1689,2,3
ba38954,4932,3,1,2,64,123,1,122,1252,3,1
ba38970,22505,10,5,1,132,505,6,248,3397,27,3
ba38997,3931,4,1,0,26,99,1,77,1167,3,0
ba39012,25238,25,9,1,342,1014,2,903,11990,45,4
ba39039,16270,5,2,0,129,383,1,325,5064,6,4
ba39047,14191,5,3,0,143,342,2,232,3809,5,0
ba39055,6970,3,1,0,103,126,3,153,3432,11,0
ba39071,10663,8,3,2,72,212,2,193,1770,12,0
ba39098,35341,19,16,4,271,1040,8,1056,10496,60,7
ba39110,5486,5,2,1,69,152,2,160,1938,4,0
ba39136,46408,37,16,7,657,1783,10,2019,15715,80,18
ba39985,11323,7,4,0,33,395,0,209,3075,8,1
ba39152,9615,5,1,1,56,181,2,135,895,4,1
ba38938,7526,7,6,0,101,297,2,167,1671,11,0
ba38776,13454,9,2,0,148,321,3,242,5373,8,0
ba38806,4522,1,3,1,47,208,3,140,1356,9,0
ba38814,10025,8,2,2,124,260,1,285,2647,19,1
ba38830,20955,9,2,5,253,435,4,622,3343,26,2
ba38792,6545,5,6,0,92,176,1,182,1066,1,0
ba38822,6077,8,2,0,55,201,2,174,3102,10,2
ba39896,10943,3,5,1,74,216,2,100,1372,2,0
ba38857,18343,6,5,3,182,350,1,611,3665,19,2
ba39926,2139,3,0,0,48,72,0,102,1266,0,0
ba38865,4611,3,3,0,51,166,1,121,1168,2,0
ba38873,5649,5,1,0,68,125,4,75,1444,10,1
ba38890,22275,8,3,1,177,636,3,425,3069,16,2
ba39144,6112,0,3,0,50,154,2,99,1663,2,0
ba39900,5885,2,0,0,40,202,0,96,1075,4,0
ba39179,6137,9,3,0,48,131,1,137,1272,5,1
ba39195,10333,6,4,1,81,340,0,203,2816,12,0
ba39918,8987,4,4,0,39,238,3,110,1506,10,0
ba39217,4621,3,0,0,29,103,0,74,1087,2,1
ba39233,7785,12,4,2,89,164,0,221,2086,5,6
ba39250,6230,7,1,0,65,142,2,84,1155,8,1
ba39934,38327,36,23,2,398,1846,4,1825,35936,117,8
ba39276,4580,0,0,1,43,118,1,72,463,7,0
ba39292,10962,8,6,0,82,273,2,136,1521,9,2
ba39314,6489,7,2,0,50,168,2,124,1669,6,1
ba39330,6246,7,1,1,68,179,1,179,1089,4,0
ba39357,8156,9,2,0,157,204,0,184,1919,8,2
ba39373,23420,17,9,1,205,593,4,516,5309,25,4
ba39390,13638,8,4,1,81,413,2,232,1999,19,2
ba39438,6278,9,4,2,68,244,1,287,3310,6,4
ba39454,5618,6,3,1,77,177,2,264,2674,3,0
ba39411,8187,4,2,2,84,238,2,225,2948,8,1
ba39470,7339,3,1,0,44,221,2,90,1644,5,0
ba39489,5932,7,4,1,64,123,1,160,2182,1,3
ba39497,6485,10,1,0,165,217,0,423,3911,12,1
ba39519,7707,2,1,1,40,120,1,109,1749,9,3
ba39535,7916,9,2,2,159,221,2,237,4617,9,1
ba39551,7225,2,2,0,93,176,2,128,1705,7,1
ba39594,9990,4,6,0,159,517,0,360,4440,18,4
ba39578,31207,28,16,4,470,994,8,1387,13552,50,10
ba39624,5045,3,1,2,53,131,0,156,1554,6,1
ba39632,19474,9,1,0,212,427,4,663,4946,23,5
ba39640,3198,6,0,0,37,85,1,91,1353,5,0
ba39659,111892,145,103,34,1520,6274,20,7629,73828,475,50
ba39977,5830,5,2,0,52,206,0,118,1477,10,2
ba39616,3717,0,0,3,38,135,0,106,1152,2,2
ba39950,5571,10,0,1,71,227,0,113,1613,6,5
ba39675,3884,3,1,0,38,83,0,80,969,2,2
ba39993,5814,5,2,0,40,80,1,86,2201,3,0
ba39691,8412,9,3,1,158,240,3,291,2981,1,1
ba39713,19828,15,3,3,273,599,1,332,4677,7,3
ba33073,7125,8,1,0,61,262,2,135,1461,6,0
ba33090,4619,6,0,0,54,136,2,89,1029,5,2
ce13013,4870,4,3,0,6,183,2,29,594,1,1
ce13145,5996,1,1,1,64,338,0,107,3125,11,0
ce13030,24551,16,13,1,161,2093,4,198,8288,20,3
ce13056,23642,12,8,2,122,1792,3,222,3950,8,5
ce13072,7010,6,3,0,25,427,4,45,824,3,1
ce13099,5755,1,2,0,17,738,1,33,803,2,0
ce13110,4283,5,1,0,7,318,0,24,350,3,0
ce13137,7772,1,0,0,17,388,0,31,1502,5,0
ce15873,19707,16,4,2,93,1231,5,191,5010,18,1
ce13153,4157,1,5,0,16,312,1,24,534,3,0
ce13170,7592,3,0,0,22,555,1,84,1733,8,3
ce13196,31902,23,9,1,279,2605,5,761,15296,57,3
ce13218,30215,25,10,3,183,2586,5,499,11451,44,6
ce13234,14809,3,1,0,89,820,2,199,4122,12,2
ce13420,5441,4,1,0,32,295,0,54,1349,3,0
ce13250,11229,5,1,0,22,592,0,61,866,1,1
ce13277,7041,3,2,1,37,542,0,70,1660,6,2
ce13293,4093,3,2,0,15,314,0,26,797,2,2
ce13315,11787,10,6,0,44,719,3,74,1527,7,1
ce13331,12040,6,3,3,92,745,2,163,1920,14,1
ce13358,3512,0,1,0,3,256,0,16,479,2,0
ce13382,9706,5,3,0,29,520,0,49,1781,2,0
ce13374,28304,21,7,1,206,1973,4,349,7861,31,8
ce13129,8771,7,2,0,108,582,0,203,4945,19,1
ce13390,10402,5,2,0,34,537,3,121,1242,9,4
ce13404,8307,5,3,0,13,822,1,74,1652,3,4
ce13412,16053,7,3,1,74,952,3,165,4369,23,2
ce13439,23925,15,7,4,182,2036,4,398,8870,27,4
ce13455,10385,2,1,0,58,1343,4,70,3834,8,1
ce13471,26608,10,13,4,83,1608,4,154,3478,17,4
ce13498,22469,5,7,6,81,1200,2,124,4438,19,2
ce13510,24217,6,8,5,121,4053,5,340,8532,31,7
ce13536,12689,5,4,2,38,591,3,60,1732,9,1
ce13552,34884,19,11,5,171,1969,9,315,7942,21,3
ce13579,9864,3,3,0,50,598,2,94,2088,3,0
ce13595,10777,4,2,0,53,521,2,99,2180,5,0
ce13633,14877,10,4,0,98,933,2,222,2677,9,4
ce13617,8182,6,1,0,78,709,0,99,2393,4,1
ce13650,9694,6,2,2,37,406,0,91,1668,6,1
ce13676,6933,7,2,1,69,598,1,161,2377,2,0
ce13692,29681,11,6,3,281,2544,1,702,12728,36,10
ce13714,5308,1,0,0,12,267,2,71,912,4,1
ce13447,5611,2,1,0,16,375,0,54,774,0,4
ce13730,114030,74,64,24,1260,12723,23,3030,63209,304,60
ce13757,12164,11,3,1,79,1042,3,85,2202,12,3
ce13773,6493,5,3,0,16,417,3,50,1147,3,1
ce13161,9953,2,4,1,56,756,1,121,3079,7,2
ce13463,7288,7,2,0,54,287,0,71,1326,2,0
ce13811,10985,5,6,1,108,1139,0,110,2643,9,1
ce13838,33294,16,10,1,143,2421,9,321,8408,41,13
ce13854,63197,26,24,4,180,3449,8,639,10330,72,14
ce15881,8365,4,0,5,35,711,1,103,1467,14,0
ce15890,10695,3,4,1,80,947,0,145,4906,15,0
ce15989,4840,4,1,0,11,365,0,26,552,0,1
ce13200,3494,2,0,0,12,184,0,35,515,0,2
ce13226,21790,19,12,3,252,2523,7,650,15728,65,15
ce13870,11245,4,2,4,28,598,2,103,1307,9,0
ce15911,9181,5,5,0,66,2186,2,62,3653,7,2
ce13897,802009,778,620,142,7990,130584,284,30491,530162,3980,599
ce13501,8141,4,3,1,40,580,0,145,3380,5,4
ce13919,7098,4,3,0,39,766,0,41,2135,4,1
ce13935,4645,4,0,0,13,253,2,55,955,2,0
ce13951,27017,10,10,1,139,1550,2,235,3711,30,2
ce13978,3705,3,1,0,7,154,0,36,454,2,0
ce13064,7693,2,8,0,24,479,0,41,895,4,5
ce13994,4506,10,1,0,31,654,1,76,1793,12,2
ce13242,11888,6,2,1,56,712,4,170,3408,4,3
ce14010,17541,5,5,3,97,1667,4,206,4918,22,3
ce14036,3579,0,1,0,11,265,1,43,875,1,0
ce14052,8753,1,0,1,41,936,0,58,2122,1,0
ce13188,28683,20,11,5,244,2873,1,561,14302,35,2
ce14060,7809,2,1,1,57,525,0,58,1615,2,1
ce14079,9813,8,5,3,54,1374,2,141,2876,14,0
ce15920,7232,3,4,0,54,332,2,65,2050,6,1
ce15938,9430,7,2,0,28,643,1,77,3605,7,0
ce14095,28700,7,11,3,225,1839,1,248,6339,25,8
ce14117,44168,11,12,4,112,2315,10,417,8808,46,10
ce14133,11777,9,5,0,52,758,2,101,3433,5,1
ce13340,5991,2,1,0,40,239,2,47,1214,7,3
ce14150,5875,0,1,2,7,372,0,39,957,2,0
ce14176,19207,11,7,7,110,1265,6,135,4138,18,3
ce14192,16852,20,3,3,84,1383,4,198,3955,13,4
ce14214,7258,2,2,1,10,335,2,45,1334,4,2
ce14230,11897,6,4,0,45,860,0,73,2320,2,1
ce13480,15703,6,7,3,150,1174,4,345,7531,16,4
ce14257,3852,2,2,1,16,420,0,44,1377,4,1
ce14273,19627,20,3,1,133,1641,1,248,9549,14,1
ce14290,57530,28,17,7,282,4794,9,475,14531,56,8
ce14311,9107,4,4,3,83,726,2,80,2487,3,0
ce15954,15197,9,1,2,174,1460,0,203,7345,12,0
ce14338,11115,6,7,0,37,474,3,73,2019,2,3
ce14354,9622,1,0,1,43,567,2,97,1625,2,0
ce14370,5341,6,3,1,23,242,1,28,1170,3,0
ce14397,17139,14,2,1,59,1009,2,155,3605,18,4
ce14419,14582,12,4,1,91,1297,0,168,5735,9,3
ce14435,12943,6,3,1,86,797,1,163,1836,10,3
ce14451,4221,2,0,1,15,253,0,34,651,0,0
ce13005,9297,5,3,0,46,870,1,127,4007,10,4
ce14478,109039,66,40,10,476,8307,28,2158,29937,223,50
ce14494,10979,10,9,0,54,937,2,114,2416,11,1
ce14516,13969,5,7,0,55,1214,1,124,2264,13,1
ce14532,27138,15,8,2,101,2228,7,268,7555,45,5
ce13021,8908,3,1,4,40,497,1,76,1583,6,0
ce15857,82217,59,36,11,862,9131,26,2011,48379,223,26
ce14559,41819,21,14,3,369,3249,5,751,19594,73,10
ce14575,8924,9,3,0,105,1052,1,101,7198,12,0
ce14591,6698,0,2,0,20,415,0,44,1062,4,3
ce14613,16849,6,4,2,108,2094,2,193,5112,10,1
ce14630,20297,13,5,0,83,1333,3,212,4792,13,5
ce14656,7237,3,2,1,29,1206,1,83,1447,5,0
ce14672,14369,7,4,0,27,725,1,153,1622,7,2
ce15970,7223,4,0,2,15,409,1,54,1102,3,0
ce14680,7647,2,3,1,26,478,0,37,1149,5,1
ce14699,18688,10,3,1,37,965,3,186,3188,10,2
ce14710,18823,10,5,3,155,814,1,247,3770,11,4
ce14737,8699,3,4,1,39,522,3,42,1666,3,3
ce14753,30684,18,13,2,235,2910,6,439,9551,31,2
ce14770,4511,3,2,0,22,373,0,39,1075,9,0
ce14796,7110,8,0,0,112,603,0,80,5872,13,2
ce14818,6824,6,3,0,61,716,0,55,1476,6,1
ce14834,5192,1,1,0,20,278,1,54,1435,3,1
ce14850,7725,1,0,1,20,422,0,68,1428,5,1
ce14877,12565,10,10,0,95,966,5,149,4407,15,2
ce14893,13621,10,8,0,49,762,5,90,2391,6,1
ce13307,14025,7,5,1,91,943,3,201,4226,9,1
ce14915,10357,4,4,3,35,542,2,78,2379,5,2
ce14931,25491,9,6,1,227,2878,3,603,13144,51,6
ce14958,26037,13,16,2,219,2542,5,550,13697,34,4
ce14974,6134,1,3,1,29,492,0,76,1429,2,0
ce14990,3788,3,2,0,20,396,0,50,441,1,0
ce15016,4704,0,3,0,31,669,0,41,1924,1,0
ce15032,5469,4,1,0,47,295,0,87,1508,7,0
ce15059,16787,8,5,2,174,1219,3,288,6575,18,2
ce15997,12787,9,3,5,108,1081,5,254,6860,12,0
ce15075,13672,7,5,1,58,1066,2,111,4622,12,3
ce15091,6159,3,1,0,29,334,0,96,1404,3,0
ce15113,21436,4,4,3,53,941,1,116,2586,13,2
ce15130,5128,3,2,0,13,342,1,62,891,5,0
ce15156,19117,5,6,0,124,969,4,188,5392,15,5
ce15172,8851,4,3,0,29,544,1,61,1388,4,1
ce13285,10761,4,4,0,67,581,1,164,3693,11,4
ce15199,7778,4,1,0,15,312,1,46,1251,3,1
ce13048,4928,1,1,0,27,575,1,40,1026,2,0
ce15210,6094,6,3,1,16,262,1,52,853,3,1
ce15237,8897,7,2,0,19,472,2,61,1149,6,0
ce15253,5108,1,3,0,15,254,1,29,443,3,2
ce13269,4029,0,0,0,4,114,0,18,619,1,0
ce13102,10199,2,5,0,46,660,3,61,1740,2,1
ce15270,29780,24,9,2,264,2221,2,349,14601,26,1
ce98531,9805,6,3,0,29,526,3,74,1463,4,0
ce15296,35247,11,5,4,82,3117,4,218,7634,22,4
ce15318,10463,4,3,1,55,760,2,101,2874,7,1
ce15334,12827,9,6,0,79,937,1,249,4299,19,4
ce15350,9278,8,3,0,39,1023,0,85,1697,6,0
ce15377,31463,16,7,3,146,2889,4,399,11174,64,3
ce15393,7398,2,2,2,36,298,0,55,1329,4,0
ce15440,8462,3,2,0,15,802,1,40,1388,5,1
ce15458,20291,9,9,4,57,2172,1,260,3634,9,2
ce15415,15479,3,4,1,63,1182,2,158,3410,6,1
ce15431,9209,5,0,2,20,382,0,67,893,0,0
ce15555,11280,6,4,0,50,1193,1,121,3533,4,2
ce15571,3852,2,1,2,16,386,1,35,1036,3,0
ce15598,66697,56,46,4,604,22201,14,829,29665,134,18
ce15610,9230,3,2,0,29,461,0,87,1484,6,2
ce15474,19345,14,8,0,120,1782,3,303,5618,15,2
ce15490,23181,12,5,3,319,2052,1,426,11387,38,4
ce15512,3730,5,3,3,4,339,0,31,637,3,0
ce15539,6449,3,2,1,35,385,0,89,2006,6,1
ce15636,15075,4,3,0,36,1009,4,66,3278,9,1
ce15652,12596,7,5,3,95,1080,2,86,2558,7,1
ce13366,4652,2,2,0,23,236,1,32,527,2,0
ce15679,22509,15,19,5,147,3053,1,288,8776,14,3
ce13323,9288,2,4,0,43,671,1,96,2066,3,0
ce15695,27322,18,17,1,217,2995,2,384,13548,50,7
ce15717,25816,11,10,4,128,2199,9,328,8105,10,5
ce13080,8595,4,1,0,46,481,1,127,2466,3,1
ce15733,12615,10,3,6,102,1826,0,200,5030,15,2
ce15750,3521,1,1,0,21,348,0,30,872,1,1
ce98558,9009,5,1,0,48,577,1,74,2348,1,1
ce15776,10153,2,4,0,62,683,1,104,3243,3,3
ce15792,6707,3,3,0,40,360,0,40,1563,3,0
ce98574,7366,2,8,0,35,2233,0,128,2591,6,1
ce15830,26115,15,8,4,129,2064,3,408,6512,16,3
ce15814,19451,11,4,3,86,1039,2,167,3524,28,1
df97012,649534,1554,894,518,7935,74308,454,105377,910397,10342,1262
es56014,6524,20,1,5,121,361,3,833,9828,48,5
es56030,8037,23,1,2,81,400,3,616,8476,32,4
es56057,2774,12,1,2,24,184,0,387,5819,31,1
es56065,2371,4,4,0,12,67,0,192,1754,7,0
es56073,7314,9,5,2,76,333,3,682,9614,41,2
es56090,2208,1,1,0,12,82,2,155,2145,8,0
es56111,22094,42,13,15,199,1188,11,1661,28032,171,10
es56138,3182,4,2,0,27,108,1,186,3488,11,1
es56154,7611,10,2,3,41,407,3,468,9209,46,4
es56170,10525,12,2,1,62,406,1,596,11919,56,7
es56197,4270,5,3,1,15,158,3,238,3497,23,1
es56219,2681,6,1,0,14,124,0,217,2758,14,0
es56146,3013,4,2,2,32,164,0,253,3689,15,0
es56235,31960,76,25,7,445,2253,29,3983,69008,377,26
es56251,88152,171,59,50,1265,5455,39,8153,104677,667,61
es56278,5580,29,6,4,76,489,7,864,15126,88,7
es56294,24057,67,20,13,341,1766,12,3131,39373,247,25
es56316,9740,16,1,1,63,247,1,478,5250,14,0
es56332,2000,13,1,2,47,131,1,343,4605,27,0
es56359,1299,4,1,1,13,65,0,122,1798,12,0
es56375,6346,27,10,4,125,468,4,1065,14247,69,2
es56391,1989,6,2,0,13,105,0,145,2326,7,0
es56413,7685,9,0,2,36,220,0,423,5426,19,1
es56430,5072,6,2,1,44,241,1,344,4955,21,0
es56308,3254,2,1,0,30,132,1,251,2837,7,2
es56472,23500,62,22,14,343,1674,7,2967,42727,240,21
es56456,6172,11,2,3,66,413,2,550,8443,50,0
es57096,4343,17,4,5,42,260,0,443,9091,20,5
es56499,2900,5,2,2,18,153,2,253,3863,26,1
es56502,1757,2,1,1,26,170,1,161,3396,3,1
es56510,3132,5,2,1,41,204,1,345,4996,32,0
es56049,2329,9,2,1,34,120,6,258,5298,8,1
es56537,3701,9,3,0,23,135,0,394,4287,19,0
es56553,8488,18,8,1,80,490,4,752,17409,41,4
es56570,2498,10,1,0,33,187,2,315,4024,17,1
es56596,4631,32,2,2,44,347,2,473,9849,23,3
es57134,9973,11,1,0,45,274,2,362,6203,21,2
es56618,3273,11,2,2,40,209,0,279,3564,23,0
es56626,3731,14,1,0,33,198,1,336,5322,36,2
es57916,2756,6,0,2,32,149,2,253,4090,9,0
es56634,32158,76,19,6,423,1930,14,3304,47927,283,28
es56650,3128,6,1,2,15,87,1,185,3793,5,1
es56120,7355,8,4,2,63,466,4,604,15079,41,9
es56103,3598,6,2,6,55,267,3,462,5987,35,2
es57070,2986,3,4,1,28,164,2,258,4759,28,1
es56677,7698,14,3,2,63,288,1,626,6570,32,1
es56693,5844,6,3,1,21,178,0,302,4283,20,1
es56715,2324,5,0,1,3,64,0,107,1288,3,0
es56731,4531,6,2,0,44,206,3,457,5236,20,4
es56758,3840,9,0,1,34,167,0,404,4167,38,1
es56774,13420,20,4,8,82,638,4,878,13657,63,8
es56790,5036,7,2,1,48,196,0,317,5331,22,6
es57150,7320,14,2,2,38,257,2,328,4671,17,1
es56812,8069,4,2,3,31,272,2,325,4641,26,3
es56839,4911,4,3,1,45,249,3,344,7077,30,3
es56200,2901,3,0,0,9,73,1,126,1516,12,3
es56855,3492,4,0,1,31,120,2,240,5648,9,1
es57118,5065,10,1,0,34,222,0,391,5487,23,4
es56871,1958,5,3,0,29,108,1,226,4684,15,1
es56898,3394,6,4,1,46,162,2,439,3605,11,3
es57932,7111,31,5,2,139,482,3,750,15370,61,2
es56910,4943,10,5,5,63,337,5,604,8715,46,5
es56995,119399,160,90,63,1383,8419,69,9860,125603,1053,110
es56189,7203,12,2,2,66,241,1,393,6417,21,2
es56006,2996,7,0,0,16,91,0,170,2727,5,1
es56936,8018,21,2,1,73,228,1,569,9876,50,1
es56952,3386,5,1,0,14,168,0,228,2743,17,1
es56979,32554,59,18,7,245,1631,8,2125,27473,143,17
es56162,2972,8,2,0,33,163,2,263,3952,17,0
es57959,3339,14,3,3,48,240,1,387,7984,31,5
es57975,3388,11,7,3,58,313,0,592,9539,58,4
es57010,17599,39,11,11,230,962,1,1603,19780,132,11
es56081,3055,3,1,1,25,139,0,186,2524,9,1
es56227,5276,11,0,1,18,94,3,268,4019,10,1
es57037,97141,198,125,48,1357,8596,87,11908,147059,1575,133
es57053,89301,138,131,31,887,7222,53,10800,102641,1725,97
es56022,3918,5,2,3,17,149,1,184,3318,17,0
es57991,3799,4,0,5,16,95,0,185,2466,12,0
go93360,3649,3,1,1,82,198,1,355,4710,10,1
go92010,2594,1,1,1,68,122,0,390,5192,10,1
go96458,5047,6,4,1,96,181,1,373,5733,15,0
go96911,613,0,1,0,20,25,0,85,1432,0,0
go92053,4861,18,4,3,144,358,1,703,9486,30,8
go92096,705,1,1,0,24,21,1,82,789,1,0
go92940,1840,0,1,1,23,53,0,121,2426,7,0
go92118,3064,3,4,4,40,146,1,135,1758,3,2
go92150,2448,1,0,1,55,98,0,172,2126,6,3
go93386,1251,2,1,0,25,52,0,83,929,3,0
go96610,1937,2,1,1,49,72,0,216,1771,8,0
go92177,1240,0,0,0,21,68,0,105,1371,0,0
go92231,428,0,0,0,4,31,0,40,375,1,0
go92258,4460,11,0,0,117,184,0,462,6510,18,0
go92215,59548,196,69,41,1540,5473,30,11140,134635,868,64
go92274,100800,164,82,28,2006,7604,35,13071,128323,753,96
go93009,1049,0,2,0,19,30,0,64,956,9,0
go92290,958,2,1,0,10,27,2,91,1131,5,0
go92339,4336,2,2,0,54,173,4,325,5117,20,4
go92355,2909,2,0,0,60,113,1,296,3290,10,1
go96695,2132,2,1,0,22,92,0,161,2056,8,1
go92312,1556,2,1,0,23,59,2,146,1413,9,1
go96717,1265,1,0,0,27,47,0,89,1165,2,0
go92495,2241,1,0,0,39,41,0,153,2205,1,1
go92517,1287,1,1,0,30,30,1,73,957,1,1
go92550,1026,1,0,0,23,48,0,116,1481,3,1
go92614,1252,1,0,0,16,31,1,53,751,3,0
go92630,3129,5,1,0,63,132,1,261,3478,10,1
go92657,6616,8,4,0,179,413,3,978,8601,50,1
go92673,2801,0,0,0,42,69,0,149,2194,5,1
go92690,5843,4,6,0,105,222,2,409,5983,27,2
go92029,2508,5,1,1,65,97,1,251,2359,9,1
go93408,1357,0,0,0,25,34,0,68,989,2,1
go92711,1121,1,0,0,22,60,0,106,1300,3,0
go92754,1432,2,0,0,39,38,0,173,1908,3,0
go92770,2684,2,0,0,46,89,0,232,2872,13,0
go93106,837,1,0,1,25,53,1,77,1575,5,0
go93262,1217,1,1,1,44,63,0,130,921,0,0
go92797,2665,1,1,0,57,94,0,191,2191,8,3
go92819,2718,6,0,1,44,105,0,194,2752,6,0
go92835,634,0,0,1,18,38,0,56,643,1,2
go96733,2885,4,1,1,39,65,0,126,2149,7,0
go92878,3986,5,2,1,66,157,2,329,5004,12,0
go92894,16159,22,18,7,273,1062,4,1879,27595,119,17
go93122,1056,2,0,0,28,68,1,170,1154,8,1
go92916,1310,0,1,0,19,77,0,86,1322,3,0
go96873,1335,0,0,0,23,50,0,85,1153,5,0
go92932,2370,3,2,0,55,129,1,294,3851,9,0
go92959,1970,2,0,0,22,76,1,170,1776,4,0
go93580,1697,2,0,0,54,64,0,153,2701,3,0
go92975,6217,10,3,1,88,198,0,307,3577,9,4
go92061,1951,2,0,0,44,29,1,111,907,0,0
go92991,2134,4,1,0,39,76,0,151,2991,6,0
go92967,1391,1,0,1,19,20,0,46,1147,1,1
go93017,27130,27,18,3,342,1319,7,2270,24380,157,5
go93033,1882,3,0,0,35,44,0,179,1484,5,0
go93050,4134,7,1,0,97,81,1,112,766,6,0
go92851,2918,4,2,0,43,105,1,342,4453,30,0
go93076,4463,2,3,5,97,307,1,517,7740,22,2
go92100,2256,1,1,0,55,129,0,226,2751,4,2
go92924,2015,4,2,1,23,84,2,133,3925,9,0
go93025,15150,25,8,11,273,1022,3,1492,16181,114,7
go92886,4597,7,2,0,104,227,2,511,6334,7,1
go92126,1602,0,1,0,29,56,0,92,697,4,0
go93190,2164,2,1,0,55,86,0,227,2575,7,0
go93173,2200,8,2,1,51,108,2,285,2878,16,0
go93254,8817,20,7,1,190,403,4,885,15525,44,1
go93270,996,1,1,0,26,37,0,78,1730,7,0
go93297,4986,4,1,0,74,154,1,248,3685,8,0
go93319,1268,4,1,2,16,75,0,162,1428,11,0
go93335,1125,0,1,0,7,37,0,64,672,5,1
go93157,636,2,0,0,12,27,0,114,1511,0,0
go93351,1199,2,0,0,41,88,0,142,1203,4,0
go93378,1242,2,0,0,33,80,0,169,1171,2,0
go93394,1547,1,2,0,20,49,0,119,887,1,0
go93432,684,2,0,0,18,39,0,116,950,1,0
go93092,2188,3,2,0,29,51,0,109,1037,1,0
go96750,2020,1,1,0,37,88,0,165,2087,6,1
go92207,1125,3,1,0,32,27,0,112,1644,4,1
go93491,3011,3,3,0,48,88,1,305,3763,19,2
go93513,1113,0,0,0,30,50,0,97,1012,2,0
go92223,2544,2,0,0,37,77,0,165,1838,1,1
go93530,1802,1,2,0,36,63,1,122,2160,9,0
go93572,2090,1,0,0,46,87,0,266,3976,7,1
go93599,2674,3,1,0,55,77,0,146,2025,5,1
